16,"S. Popy, L. Bordignon, R. Prodon, A weak upward elevational shift in the distributions of breeding birds in the Italian Alps. J. Biogeogr. 37, 57–67 (2009)."
17,"B. Zuckerberg, A. M. Woods, W. F. Porter, Poleward shifts in breeding bird distributions in New York State. Glob. Change Biol. 15, 1866–1883 (2009)."
18,"J. Pöyry, M. Luoto, R. K. Heikkinen, M. Kuussaari, K. Saarinen, Species traits explain recent range shifts of Finnish butterflies. Glob. Change Biol. 15, 732–743 (2009)."
19,"Q. J. Groom, Some poleward movement of British native vascular plants is occurring, but the fingerprint of climate change is not evident. PeerJ. 1, e77 (2013)."
20,"R. Hickling, D. B. Roy, J. K. Hill, C. D. Thomas, A northward shift of range margins in British Odonata. Glob. Change Biol. 11, 502–506 (2005)."
21,"B. Holzinger, K. Hülber, M. Camenisch, G. Grabherr, Changes in plant species richness over the last century in the eastern Swiss Alps: elevational gradient, bedrock effects and migration rates. Plant Ecol. 195, 179–196 (2008)."
22,"Y. Telwala, B. W. Brook, K. Manish, M. K. Pandit, Climate-induced elevational range shifts and increase in plant species richness in a Himalayan biodiversity epicentre. PLoS One. 8, e57103 (2013)."
23,"P. Dieker, C. Drees, T. Assmann, Two high-mountain burnet moth species (Lepidoptera, Zygaenidae) react differently to the global change drivers climate and land-use. Biol. Conserv. 144, 2810–2818 (2011)."
24,"D. Tougou, D. L. Musolin, K. Fujisaki, Some like it hot! Rapid climate change promotes changes in distribution ranges of Nezara viridula and Nezara antennata in Japan. Entomol. Exp. Appl. 130, 249–258 (2009)."
25,"E. F. Ploquin, J. M. Herrera, J. R. Obeso, Bumblebee community homogenization after uphill shifts in montane areas of northern Spain. Oecologia. 173, 1649–1660 (2013)."
26,"R. C. Brusca et al., Dramatic response to climate change in the Southwest: Robert Whittaker’s 1963 Arizona Mountain plant transect revisited. Ecol. Evol. 3, 3636 (2013)."
27,"G. Forero-Medina, J. Terborgh, S. J. Socolar, S. L. Pimm, Elevational ranges of birds on a tropical montane gradient lag behind warming temperatures. PLoS One. 6, e28535 (2011)."
28,"R. Fox et al., Moths count: recording moths for conservation in the UK. J. Insect Conserv. 15, 55–68 (2011)."
29,"A. M. A. Franco et al., Impacts of climate warming and habitat loss on extinctions at species’ low-latitude range boundaries. Glob. Change Biol. 12, 1545–1553 (2006)."
30,"A. T. Hitch, P. L. Leberg, Breeding distributions of North American bird species moving north as a result of climate change. Conserv. Biol. 21, 534–539 (2007)."
31,"J. D. M. Speed, G. Austrheim, A. J. Hester, A. Mysterud, Elevational advance of alpine plant communities is buffered by herbivory. J. Veg. Sci. 23, 617–625 (2012)."
32,"T. Amano et al., Links between plant species’ spatial and temporal responses to a warming climate. Proc. R. Soc. London B Biol. Sci. 281, 20133017 (2014)."
33,"S. K. Auer, D. I. King, Ecological and life-history traits explain recent boundary shifts in elevation and latitude of western North American songbirds. Glob. Ecol. Biogeogr. 23, 867–875 (2014)."
34,"C. Bässler, T. Hothorn, R. Brandl, J. Müller, Insects overshoot the expected upslope shift caused by climate warming. PLoS One. 8, e65842 (2013)."
35,"N. Cannone, S. Pignatti, Ecological responses of plant species and communities to climate warming: upward shift or range filling processes? Clim. Change. 123, 201–214 (2014)."
36,"J. VanDerWal et al., Focus on poleward shifts in species’ distribution underestimates the fingerprint of climate change. Nat. Clim. Change. 3, 239–243 (2013)."
37,"B. G. Freeman, A. M. Class Freeman, Rapid upslope shifts in New Guinean birds illustrate strong distributional responses of tropical montane species to global warming. Proc. Natl. Acad. Sci. USA. 111, 4490–4494 (2014)."
38,"B. Jiménez-Alfaro, R. G. Gavilán, A. Escudero, J. M. Iriondo, F. Fernández-González, Decline of dry grassland specialists in Mediterranean high-mountain communities influenced by recent climate warming. J. Veg. Sci. 25, 1394–1404 (2014)."
39,"T. Kwon, C. M. Lee, S. Kim, Northward range shifts in Korean butterflies. Clim. Change. 126, 163–174 (2014)."
40,"K. Zhu, C. W. Woodall, J. S. Clark, Failure to migrate: lack of tree range expansion in response to climate change. Glob. Change Biol. 18, 1042–1052 (2012)."
41,"S. Fei et al., Divergence of species responses to climate change. Sci. Adv. 3, e1603055 (2017)."
42,"J. Lenoir, J. C. Gégout, P. A. Marquet, P. de Ruffray, H. Brisse, A significant upward shift in plant species optimum elevation during the 20th century. Science. 320, 1768–1771 (2008)."
43,"A. E. Kelly, M. L. Goulden, Rapid shifts in plant distribution with recent climate change. Proc. Natl. Acad. Sci. USA. 105, 11823–6 (2008)."
44,"T. Kurihara et al., Area-specific temporal changes of species composition and species-specific range shifts in rocky-shore mollusks associated with warming Kuroshio Current. Mar. Biol. 158, 2095–2107 (2011)."
45,"F. P. Lima, P. a. Ribeiro, N. Queiroz, S. J. Hawkins, A. M. Santos, Do distributional shifts of northern and southern species of algae match the warming pattern? Glob. Change Biol. 13, 2592–2604 (2007)."
46,"W. F. Precht, R. B. Aronson, Climate flickers and range shifts of reef corals. Front. Ecol. Evol. 2, 307–314 (2004)."
47,"M. M. Rivadeneira, M. Ferna, Shifts in southern endpoints of distribution in rocky intertidal species along the south-eastern Pacific coast. J. Biogeogr. 32, 203–209 (2005)."
48,"A. L. Perry, P. J. Low, J. R. Ellis, J. D. Reynolds, Climate change and distribution shifts in marine fishes. Science. 308, 1912–1915 (2005)."
49,"N. Mieszkowska et al., Changes in the range of some common rocky shore species in Britain – A response to climate change? Hydrobiologia. 555, 241–251 (2006)."
50,"C. Moritz et al., Impact of a century of climate change on small-mammal communities in Yosemite National Park, USA. Science. 322, 261–264 (2008)."
51,"G. H. Engelhard, J. K. Pinnegar, L. T. Kell, A. D. Rijnsdorp, Nine decades of North Sea sole and plaice distribution. ICES J. Mar. Sci. 68, 1090–1104 (2011)."
52,"J. B. C. Harris et al., Using diverse data sources to detect elevational range changes of birds on Mount Kinabalu , Malaysian Borneo. Raffles Bull. Zool. Supl 25, 197–247 (2012)."
53,"E. S. Poloczanska et al., Little change in the distribution of rocky shore faunal communities on the Australian east coast after 50years of rapid warming. J. Exp. Mar. Bio. Ecol. 400, 145–154 (2011)."
54,"J. A. Nye, J. S. Link, J. A. Hare, W. J. Overholtz, Changing spatial distribution of fish stocks in relation to climate and population size on the Northeast United States continental shelf. Mar. Ecol. Prog. Ser. 393, 111–129 (2009)."
55,"F. J. Mueter, M. A. Litzow, Sea ice retreat alters the biogeography of the Bering Sea continental shelf. Ecol. Appl. 18, 309–320 (2008)."
56,"K. C. Rowe et al., Spatially heterogeneous impact of climate change on small mammals of montane California. Proc. R. Soc. London B Biol. Sci. 282, 20141857 (2014)."
57,"D. Nicolas et al., Impact of global warming on European tidal estuaries: some evidence of northward migration of estuarine fish species. Reg. Environ. Chang. 11, 639–649 (2011)."
58,"A. S. Jump, T. Huang, C. Chou, Rapid altitudinal migration of mountain plants in Taiwan and its implications for high altitude biodiversity. Ecography. 35, 204–210 (2012)."
59,"P. C. le Roux, M. A. McGeoch, Rapid range expansion and community reorganization in response to warming. Glob. Change Biol. 14, 2950–2962 (2008)."
60,"R. Virkkala, R. K. Heikkinen, A. Lehikoinen, J. Valkama, Matching trends between recent distributional changes of northern-boreal birds and species-climate model predictions. Biol. Conserv. 172, 124–127 (2014)."
61,"R. Menéndez, A. González-Megías, P. Jay-Robert, R. Marquéz-Ferrando, Climate change and elevational range shifts: evidence from dung beetles in two European mountain ranges. Glob. Ecol. Biogeogr. 23, 646–657 (2014)."
62,"B. Baur, A. Baur, Snails keep the pace: shift in upper elevation limit on mountain slopes as a response to climate warming. Can. J. Zool. 91, 596–599 (2013)."
63,"E. S. Larrucea, P. F. Brussard, Shift in location of pygmy rabbit (Brachylagus idahoensis) habitat in response to changing environments. J. Arid Environ. 72, 1636–1643 (2008)."
64,"N. Paprocki, J. A. Heath, S. J. Novak, Regional distribution shifts help explain local changes in wintering raptor abundance: implications for interpreting population trends. PLoS One. 9, e86814 (2014)."
65,"M. Urli et al., Inferring shifts in tree species distribution using asymmetric distribution curves: a case study in the Iberian mountains. J. Veg. Sci. 25, 147–159 (2014)."
66,"A. L. Sheldon, Possible climate-induced shift of stoneflies in a southern Appalachian catchment. Freshw. Sci. 31, 765–774 (2012)."
67,"L. Hernández, I. Cañellas, I. Alberdi, I. Torres, F. Montes, Assessing changes in species distribution from sequential large-scale forest inventories. Ann. For. Sci. 71, 161–171 (2014)."
68,"P. Hersteinsson, D. W. Macdonald, Interspecific competition and the geographical distribution of red and artic foxes Vulpes vulpes and Alopex lagopus. OIKOS. 64, 505–515 (1992)."
69,"C. Hsieh, C. S. Reiss, R. P. Hewitt, G. Sugihara, Spatial analysis shows that fishing enhances the climatic sensitivity of marine fishes. Can. J. Fish. Aquat. Sci. 65, 947–961 (2008)."
70,"J. U. Jepsen, S. B. Hagen, R. A. Ims, N. G. Yoccoz, Climate change and outbreaks of the geometrids Operophtera brumata and Epirrita autumnata in subarctic birch forest: evidence of a recent outbreak range expansion. J. Anim. Ecol. 77, 257–264 (2008)."
71,"T. Wernberg et al., Seaweed communities in retreat from ocean warming. Curr. Biol. 21, 1828–1832 (2011)."
72,"I. M. D. MacLean et al., Climate change causes rapid changes in the distribution and site abundance of birds in winter. Glob. Change Biol. 14, 2489–2500 (2008)."
73,"G. Parolo, G. Rossi, Upward migration of vascular plants following a climate warming trend in the Alps. Basic Appl. Ecol. 9, 100–107 (2008)."
74,"T. A. Peterson, Subtle recent distributional shifts in Great Plains bird species. Southwest. Nat. 48, 289–292 (2003)."
75,"N. R. Pitt, E. S. Poloczanska, A. J. Hobday, Climate-driven range changes in Tasmanian intertidal fauna. Mar. Freshw. Res. 61, 963–970 (2010)."
76,"C. J. Raxworthy et al., Extinction vulnerability of tropical montane endemism from warming and upslope displacement: a preliminary appraisal for the highest massif in Madagascar. Glob. Change Biol. 14, 1703–1720 (2008)."
77,"E. A. Beever, C. Ray, J. L. Wilkening, P. F. Brussard, P. W. Mote, Contemporary climate change alters the pace and drivers of extinction. Glob. Change Biol. 17, 2054–2070 (2011)."
78,"A. Battisti et al., Expansion of geographic range in the pine processionary moth caused by increased winter temperatures. Ecol. Appl. 15, 2084–2096 (2005)."
79,"R. K. Danby, D. S. Hik, Evidence of recent treeline dynamics in southwest Yukon from aerial photographs. ARTIC. 60, 411–420 (2007)."
80,"E. Delava, R. Allemand, L. Léger, F. Fleury, P. Gibert, The rapid northward shift of the range margin of a Mediterranean parasitoid insect (Hymenoptera) associated with regional climate warming. J. Biogeogr. 41, 1379–1389 (2014)."
81,"M. Dobbertin et al., The upward shift in altitude of pine mistletoe (Viscum album ssp. austriacum) in Switzerland—the result of climate warming? Int. J. Biometeorol. 50, 40–47 (2005)."
82,"I. Gamache, S. Payette, Latitudinal response of subarctic tree lines to recent climate change in eastern Canada. J. Biogeogr. 32, 849–862 (2005)."
83,"S. J. Jones, F. P. Lima, D. S. Wethey, Rising environmental temperatures and biogeography: poleward range contraction of the blue mussel, Mytilus edulis L., in the western Atlantic. J. Biogeogr. 37, 2243–2259 (2010)."
84,"Y. Kawakami, K. Yamazaki, K. Ohashi, Northward expansion and climatic factors affecting the distribution limits of Cheilomenes sexmaculata (Coleoptera: Coccinellidae) in Japan. Appl. Entomol. Zool. 49, 59–66 (2014)."
85,"R. Virtanen et al., Recent vegetation changes at the high-latitude tree line ecotone are controlled by geomorphological disturbance, productivity and diversity. Glob. Ecol. Biogeogr. 19, 810–821 (2010)."
86,"L. Boisvert-Marsh, C. Périé, S. de Blois, Shifting with climate? Evidence for recent changes in tree species distribution at high latitudes. Ecosphere. 5, art83 (2014)."
87,"J. G. Hiddink, M. T. Burrows, J. García Molinos, Temperature tracking by North Sea benthic invertebrates in response to climate change. Glob. Change Biol. 21, 117–129 (2015)."
88,"P. V. Akatov, Changes in the upper limits of tree species distribution in the Western Caucasus (Belaya River basin) related to recent climate warming. Russ. J. Ecol. 40, 33–38 (2009)."
89,"J. Bowman, G. L. Holloway, J. R. Malcolm, K. R. Middel, P. J. Wilson, Northern range boundary dynamics of southern flying squirrels: evidence of an energetic bottleneck. Can. J. Zool. 83, 1486–1494 (2005)."
90,"J. Savage, M. Vellend, Elevational shifts, biotic homogenization and time lags in vegetation change during 40 years of climate warming. Ecography. 38, 546–555 (2015)."
91,"M. Bulgarella, S. A. Trewick, N. A. Minards, M. J. Jacobson, M. Morgan-Richards, Shifting ranges of two tree weta species (Hemideina spp.): competitive exclusion and changing climate. J. Biogeogr. 41, 524–535 (2014)."
92,"F. Courtin et al., Updating the northern tsetse limit in Burkina Faso (1949-2009): impact of global change. Int. J. Environ. Res. Public Health. 7, 1708–1719 (2010)."
93,"X. Song et al., Climate warming-induced upward shift of Moso bamboo population on Tianmu Mountain, China. J. Mt. Sci. 10, 363–369 (2013)."
94,"E. A. Botts, B. F. N. Erasmus, G. J. Alexander, Observed range dynamics of South African amphibians under conditions of global change. Austral Ecol. 40, 309–317 (2015)."
95,"G. Chust et al., Are Calanus spp. shifting poleward in the North Atlantic? A habitat modelling approach. ICES J. Mar. Sci. 71, 241–253 (2014)."
96,"I. E. Mathisen, A. Mikheeva, O. V. Tutubalina, S. Aune, A. Hofgaard, Fifty years of tree line change in the Khibiny Mountains, Russia: advantages of combined remote sensing and dendroecological approaches. Appl. Veg. Sci. 17, 6–16 (2014)."
97,"S. J. Melles, M. J. Fortin, K. Lindsay, D. Badzinski, Expanding northward: influence of climate change, forest connectivity, and population processes on a threatened species’ range shift. Glob. Change Biol. 17, 17–31 (2011)."
98,"J. L. Orensanz, B. Ernst, D. A. Armstrong, P. J. Stabeno, P. Livingston, Contraction of the geographical range of distribution of snow crab (Chionoecetes Opilio) in the Eastern Bering Sea: an environmental ratchet?? CalCOFI Reports. 45, 65–79 (2004)."
99,"A. Hofgaard, H. Tømmervik, G. Rees, F. Hanssen, Latitudinal forest advance in northernmost Norway since the early 20th century. J. Biogeogr. 40, 938–949 (2013)."
100,"L. Kullman, L. Öberg, Post-Little Ice Age tree line rise and climate warming in the Swedish Scandes: a landscape ecological perspective. J. Ecol. 97, 415–429 (2009)."
101,"G. Leonelli, M. Pelfini, U. Morra di Cella, V. Garavaglia, Climate warming and the recent treeline shift in the European Alps: the role of geomorphological factors in high-altitude sites. Ambio. 40, 264–273 (2011)."
102,"K. J. Feeley et al., Upslope migration of Andean trees. J. Biogeogr. 38, 783–791 (2011)."
103,"S. Greenwood, J.-C. Chen, C.-T. Chen, A. S. Jump, Strong topographic sheltering effects lead to spatially complex treeline advance and increased forest density in a subtropical mountain region. Glob. Change Biol. 20, 3756–3766 (2014)."
104,"C. Péron et al., Interdecadal changes in at-sea distribution and abundance of subantarctic seabirds along a latitudinal gradient in the Southern Indian Ocean. Glob. Change Biol. 16, 1895–1909 (2010)."
105,"G. Moreno-Rueda, J. M. Pleguezuelos, M. Pizarro, A. Montori, Northward shifts of the distributions of Spanish reptiles in association with climate change. Conserv. Biol. 26, 278–283 (2012)."
106,"I.-C. Chen et al., Elevation increases in moth assemblages over 42 years on a tropical mountain. Proc. Natl. Acad. Sci. USA. 106, 1479–83 (2009)."
107,"I.-C. Chen et al., Asymmetric boundary shifts of tropical montane Lepidoptera over four decades of climate warming. Glob. Ecol. Biogeogr. 20, 34–45 (2011)."
108,"J. M. Kreuser, thesis, Michigan State University (2013)."
109,"K. E. Batdorf, thesis, The Ohio State University (2012)."
110,"L. J. Hargrove, thesis, University of California Riverside (2010)."
111,"E. S. Greenlee, thesis, The Ohio State University (2012)."
112,"H. Lättman, P. Milberg, M. W. Palmer, J.-E. Mattsson, Changes in the distributions of epiphytic lichens in southern Sweden using a new statistical method. Nord. J. Bot. 27, 413–418 (2009)."
113,"R. D. Stuart-Smith, N. S. Barrett, D. G. Stevenson, G. J. Edgar, Stability in temperate reef communities over a decadal time scale despite concurrent ocean warming. Glob. Change Biol. 16, 122–134 (2010)."
114,"R. Virkkala, A. Lehikoinen, Patterns of climate-induced density shifts of species: poleward shifts faster in northern boreal birds than in southern birds. Glob. Change Biol. 20, 2995–3003 (2014)."
115,"A. Eskildsen et al., Testing species distribution models across space and time: high latitude butterflies and recent warming. Glob. Ecol. Biogeogr. 22, 1293–1303 (2013)."
116,"M. W. Tingley, M. S. Koo, C. Moritz, A. C. Rush, S. R. Beissinger, The push and pull of climate change causes heterogeneous shifts in avian elevational ranges. Glob. Change Biol. 18, 3279–3290 (2012)."
117,"D. P. Bebber, M. A. T. Ramotowski, S. J. Gurr, Crop pests and pathogens move polewards in a warming world. Nat. Clim. Change. 3, 985–988 (2013)."
118,"M. L. Pinsky, B. Worm, M. J. Fogarty, J. L. Sarmiento, S. A. Levin, Marine taxa track local climate velocities. Science. 341, 1239–1242 (2013)."
119,"R. J. Wilson et al., Changes to the elevational limits and extent of species ranges associated with climate change. Ecol. Lett. 8, 1138–46 (2005)."
120,"R. J. Rowe, J. A. Finarelli, E. A. Rickart, Range dynamics of small mammals along an elevational gradient over an 80-year interval. Glob. Change Biol. 16, 2930–2943 (2010)."
121,"P. Gonzalez, Desertification and a shift of forest species in the West African Sahel. Clim. Res. 17, 217–228 (2001)."
122,"E. Frei, J. Bodin, G.-R. Walther, Plant species’ range shifts in mountainous areas—all uphill from here? Bot. Helv. 120, 117–128 (2010)."
123,"D. K. Niven, G. S. Butcher, G. T. Bancroft, Christmas bird counts and climate change: northward shifts in early winter abundance. Am. Birds. 63, 10–15 (2010)."
124,"E. A. Botts, thesis, University of the Witwatersrand (2012)."
125,"S. K. Berke et al., Range shifts and species diversity in marine ecosystem engineers: patterns and predictions for European sedimentary habitats. Glob. Ecol. Biogeogr. 19, 223–232 (2010)."
126,"D. S. Wethey, S. A. Woodin, Ecological hindcasting of biogeographic responses to climate change in the European intertidal zone. Hydrobiologia. 606, 139–151 (2008)."
127,"L. Duarte et al., Recent and historical range shifts of two canopy-forming seaweeds in north Spain and the link with trends in sea surface temperature. Acta Oecologica. 51, 1–10 (2013)."
128,"G. H. Engelhard, D. A. Righton, J. K. Pinnegar, Climate change and fishing: a century of shifting distribution in North Sea cod. Glob. Change Biol. 20, 2473–2483 (2014)."
129,"M. J. Santos, J. H. Thorne, C. Moritz, Synchronicity in elevation range shifts among small mammals and vegetation over the last century is stronger for omnivores. Ecography. 38, 556–568 (2015)."
130,"S. C. Mason et al., Geographical range margins of many taxonomic groups continue to shift polewards. Biol. J. Linn. Soc. 115, 586–597 (2015)."
131,"J. Wu, Can changes in the distribution of lizard species over the past 50 years be attributed to climate change? Theor. Appl. Climatol. 125, 785–798 (2016)."
132,"M. Moskwik, Recent elevational range expansions in plethodontid salamanders (Amphibia: Plethodontidae) in the southern Appalachian Mountains. J. Biogeogr. 41, 1957–1966 (2014)."
133,"S. Kotwicki, R. R. Lauth, Detecting temporal trends and environmentally-driven changes in the spatial distribution of bottom fishes and crabs on the eastern Bering Sea shelf. Deep Sea Res. Part II Top. Stud. Oceanogr. 94, 231–243 (2013)."
134,"J. Reif, J. Flousek, The role of species’ ecological traits in climatically driven altitudinal range shifts of central European birds. Oikos. 121, 1053–1060 (2012)."
135,"C. Hassall, Odonata as candidate macroecological barometers for global climate change. Freshw. Sci. 34, 1040–1049 (2015)."
136,"C. Tayleur et al., Swedish birds are tracking temperature but not rainfall: evidence from a decade of abundance changes. Glob. Ecol. Biogeogr. 24, 859–872 (2015)."
137,"J. T. Kerr et al., Climate change impacts on bumblebees converge across continents. Science. 349, 177–180 (2015)."
138,"J. Wu, Detecting and attributing the effects of climate change on the distributions of snake species over the past 50 years. Environ. Manage. 57, 207–219 (2016)."
139,"R. J. Pakeman et al., Species composition of coastal dune vegetation in Scotland has proved resistant to climate change over a third of a century. Glob. Change Biol. 21, 3738–3747 (2015)."
140,"P. Myers, B. L. Lundrigan, S. M. G. Hoffman, A. P. Haraminac, S. H. Seto, Climate-induced changes in the small mammal communities of the Northern Great Lakes Region. Glob. Change Biol. 15, 1434–1454 (2009)."
141,"J. H. Rappole, S. Glasscosk, K. Goldberg, D. Song, S. Faridani, Range change among new world tropical and subtropical birds. Bonn. Zool. Monogr. 57, 151–167 (2011)."
142,"R. Stafford, A. G. Hart, A. E. Goodenough, A visual method to identify significant latitudinal changes in species’ distributions. Ecol. Inform. 15, 74–84 (2013)."
143,"J. Flousek, T. Telenský, J. Hanzelka, J. Reif, Population trends of central European montane birds provide evidence for adverse impacts of climate change on high-altitude species. PLoS One. 10, e0139465 (2015)."
144,"A. Lehikoinen, R. Virkkala, North by north-west: climate change and directions of density shifts in birds. Glob. Change Biol. 22, 1121–1129 (2016)."
145,"K. Välimäki, A. Lindén, A. Lehikoinen, Velocity of density shifts in Finnish landbird species depends on their migration ecology and body mass. Oecologia. 181, 313–321 (2016)."
146,"J. Wu, Y. Shi, Attribution index for changes in migratory bird distributions: the role of climate change over the past 50 years in China. Ecol. Inform. 31, 147–155 (2016)."
147,"N. J. Hill, A. J. Tobin, A. E. Reside, J. G. Pepperell, T. C. L. Bridge, Dynamic habitat suitability modelling reveals rapid poleward distribution shift in a mobile apex predator. Glob. Change Biol. 22, 1086–1096 (2016)."
148,"A. Wolf, N. B. Zimmerman, W. R. L. Anderegg, P. E. Busby, J. Christensen, Altitudinal shifts of the native and introduced flora of California in the context of 20th-century warming. Glob. Ecol. Biogeogr. 25, 418–429 (2016)."
149,"R. van Hal, K. Smits, A. D. Rijnsdorp, How climate warming impacts the distribution and abundance of two small flatfish species in the North Sea. J. Sea Res. 64, 76–84 (2010)."
150,"A. Sabatés, P. Martín, J. Lloret, V. Raya, Sea warming and fish distribution: the case of the small pelagic fish, Sardinella aurita, in the western Mediterranean. Glob. Change Biol. 12, 2209–2219 (2006)."
151,"J. Lindley, S. Daykin, Variations in the distributions of  Centropages chierchiae and Temora stylifera (Copepoda: Calanoida) in the north-eastern Atlantic Ocean and western European shelf waters. ICES J. Mar. Sci. 62, 869–877 (2005)."
152,"H. Yamano, K. Sugihara, K. Nomura, Rapid poleward range expansion of tropical reef corals in response to rising sea surface temperatures. Geophys. Res. Lett. 38, 1–6 (2011)."
153,"D. Yemane et al., Assessing changes in the distribution and range size of demersal fish populations in the Benguela Current Large Marine Ecosystem. Rev. Fish Biol. Fish. 24, 463–483 (2014)."
154,"F. Máliš et al., Life stage, not climate change, explains observed tree range shifts. Glob. Change Biol. 22, 1904–1914 (2016)."
155,"C. A. MacLaren, Climate change drives decline of Juniperus seravschanica in Oman. J. Arid Environ. 128, 91–100 (2016)."
156,"D. A. Potvin, K. Välimäki, A. Lehikoinen, Differences in shifts of wintering and breeding ranges lead to changing migration distances in European birds. J. Avian Biol. 47, 619–628 (2016)."
157,"E. Kuhn, J. Lenoir, C. Piedallu, J.-C. Gégout, Early signs of range disjunction of submountainous plant species: an unexplored consequence of future and contemporary climate changes. Glob. Change Biol. 22, 2094–2105 (2016)."
158,"S. M. Sultaire et al., Climate change surpasses land-use change in the contracting range boundary of a winter-adapted mammal. Proc. R. Soc. London B Biol. Sci. 283, 20153104 (2016)."
159,"C. A. Pernollet, F. Korner-Nievergelt, L. Jenni, Regional changes in the elevational distribution of the Alpine Rock Ptarmigan Lagopus muta helvetica in Switzerland. Ibis. 157, 823–836 (2015)."
160,"G. H. Pyke, J. D. Thomson, D. W. Inouye, T. J. Miller, Effects of climate change on phenologies and distributions of bumble bees and the plants they visit. Ecosphere. 7, e01267 (2016)."
161,"K. J. Kuletz, M. Renner, E. A. Labunski, G. L. Hunt, Changes in the distribution and abundance of albatrosses in the eastern Bering Sea: 1975–2010. Deep Sea Res. Part II Top. Stud. Oceanogr. 109, 282–292 (2014)."
162,"M. Renner et al., Modeled distribution and abundance of a pelagic seabird reveal trends in relation to fisheries. Mar. Ecol. Prog. Ser. 484, 259–277 (2013)."
163,"T. J. Hovick et al., Informing conservation by identifying range shift patterns across breeding habitats and migration strategies. Biodivers. Conserv. 25, 345–356 (2016)."
164,"B. Gregory, L. Christophe, E. Martin, Rapid biogeographical plankton shifts in the North Atlantic Ocean. Glob. Change Biol. 15, 1790–1803 (2009)."
165,"P. B. Fenberg, M. M. Rivadeneira, Range limits and geographic patterns of abundance of the rocky intertidal owl limpet, Lottia gigantea. J. Biogeogr. 38, 2286–2298 (2011)."
166,"S. J. Jones, A. J. Southward, D. S. Wethey, Climate change and historical biogeography of the barnacle Semibalanus balanoides. Glob. Ecol. Biogeogr. 21, 716–724 (2012)."
167,"C. S. Landa, G. Ottersen, S. Sundby, G. E. Dingsør, J. E. Stiansen, Recruitment, distribution boundary and habitat temperature of an arcto-boreal gadoid in a climatically changing environment: a case study on Northeast Arctic haddock (Melanogrammus aeglefinus). Fish. Oceanogr. 23, 506–520 (2014)."
168,"C. N. Wells, D. W. Tonkyn, Range collapse in the Diana fritillary, Speyeria diana (Nymphalidae). Insect Conserv. Divers. 7, 365–380 (2014)."
169,"S. Wilson, E. M. Anderson, A. S. G. Wilson, D. F. Bertram, P. Arcese, Citizen science reveals an extensive shift in the winter distribution of migratory western grebes. PLoS One. 8, e65408 (2013)."
170,"S. D. Ling, C. R. Johnson, K. Ridgway, A. J. Hobday, M. Haddon, Climate-driven range extension of a sea urchin: inferring future trends by analysis of recent population dynamics. Glob. Change Biol. 15, 719–731 (2009)."
171,"K. M. Stueve, R. E. Isaacs, L. E. Tyrrell, R. V. Densmore, Spatial variability of biotic and abiotic tree establishment constraints across a treeline ecotone in the Alaska Range. Ecology. 92, 496–506 (2011)."
172,"P. Vittoz, J. Bodin, S. Ungricht, C. A. Burga, G. Walther, One century of vegetation change on Isla Persa, a nunatak in the Bernina massif in the Swiss Alps. J. Veg. Sci. 19, 671–680 (2008)."
